pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,year_of_travel,month_of_travel,hour,log_distance,pred_fare_amount
-73.97332001,40.76380539,-73.98143005,40.74383545,1,2015,1,13,0.841994214934518,10.0615
-73.98686218,40.71938324,-73.99888611,40.73920059,1,2015,1,13,0.8853371868897698,9.44625
-73.982524,40.751259999999995,-73.97965400000001,40.746139,1,2011,10,11,1.234402547053051,10.711000000000002
-73.98116,40.767807,-73.990448,40.751635,1,2012,12,21,0.6727764405877668,9.870000000000003
-73.96604599999999,40.789775,-73.98856500000001,40.744427,1,2012,12,21,1.6832147855654829,17.828500000000002
-73.960983,40.765547,-73.979177,40.740053,1,2012,12,21,1.1697362356274579,9.961500000000003
-73.949013,40.773204,-73.959622,40.770893,1,2011,10,12,1.234402547053051,11.267250000000004
-73.777282,40.646636,-73.98508299999999,40.759368,1,2011,10,12,3.0711556663693815,20.369499999999995
-74.014099,40.709638,-73.995106,40.741365,1,2011,10,12,1.3536224401321146,11.674500000000005
-73.96958199999999,40.765519,-73.98068599999999,40.770725,1,2014,2,15,0.09660577410952038,6.41
-73.989374,40.741973,-73.9993,40.722534,1,2014,2,15,0.8397579869197067,9.4975
-74.001614,40.740893,-73.956387,40.767437,1,2014,2,15,1.5737072410971642,15.80875
-73.991198,40.739937,-73.997166,40.735269,1,2010,3,20,1.234402547053051,9.745500000000003
-73.982034,40.762723,-74.001867,40.761545,1,2010,3,20,0.5186385731403144,7.362500000000001
-73.992455,40.728701,-73.983397,40.750149,1,2011,10,3,0.9169479609086048,9.589500000000003
-73.983583,40.746992999999996,-73.951178,40.785903000000005,1,2011,10,3,1.6320423255714018,12.683999999999996
-74.00674599999999,40.731721,-74.010204,40.732318,1,2012,7,16,1.234402547053051,10.523249999999997
-73.976446,40.785598,-73.95222,40.772121000000006,1,2012,7,16,0.9298736730064358,9.475500000000004
-73.973548,40.763349,-73.972096,40.756417,1,2012,7,16,1.234402547053051,10.985000000000007
-73.97091800000001,40.756025,-73.975954,40.755563,1,2012,7,16,1.234402547053051,10.807000000000006
-73.926071,40.705866,-73.94174100000001,40.714789,1,2014,10,2,0.5031084285960593,15.690250000000008
-73.970555,40.764702,-73.94913199999999,40.7718,1,2014,6,13,0.6795638562856342,10.0075
-73.989102,40.73636,-73.992767,40.747766999999996,1,2014,6,13,0.26544402893734476,7.34
-74.003525,40.74848,-73.99152,40.76296,1,2014,6,13,0.6423182170126304,10.618999999999998
-73.990352,40.759992,-74.015665,40.711682,1,2014,6,13,1.753567963870938,20.05725
-73.989482,40.75745,-74.00085,40.762705,1,2014,6,13,0.11633753375966144,6.355500000000001
-73.870785,40.773722,-73.741922,40.689945,1,2014,6,13,2.6616295739293134,22.25
-73.99268199999999,40.733877,-73.938852,40.80822,1,2014,6,13,2.2432558996413947,22.2205
-73.95402,40.778705,-73.950277,40.768809999999995,1,2014,6,13,0.1339781104062883,5.8725
-73.97274200000001,40.743432,-74.007125,40.710192,1,2014,6,13,1.5469473118639683,16.66205
-73.953515,40.771137,-73.947295,40.796791999999996,1,2014,6,13,1.0636599593141767,12.78875
-73.99959,40.73863,-74.00511999999999,40.72886,1,2014,6,13,0.16656321846611213,6.568
-73.958925,40.763727,-73.958138,40.773337,1,2014,6,13,0.06695897482232477,6.61175
-73.96996,40.793912,-73.963747,40.768496999999996,1,2014,6,13,1.054535857806564,13.175
-73.955135,40.780062,-73.96334,40.762677000000004,1,2014,6,13,0.7183801909921674,9.932
-73.981367,40.74415,-73.993107,40.733259999999994,1,2014,6,13,0.4471871389089814,7.5075
-73.97760799999999,40.749272,-73.97991800000001,40.739127,1,2014,6,13,0.13397190903795714,7.5695
-74.005682,40.738755,-73.99507,40.73487,1,2014,6,13,1.234402547053051,12.74
-74.006635,40.744209999999995,-73.988025,40.743882,1,2014,6,13,0.4524880746614268,8.595
-73.954927,40.783217,-73.952562,40.789407000000004,1,2014,6,13,1.234402547053051,13.38375
-74.00477,40.746977,-73.96410999999999,40.802537,1,2014,6,13,1.9545119360450591,19.610249999999997
-74.00544000000001,40.745934999999996,-73.98579699999999,40.763721999999994,1,2014,6,13,0.94753982260322,11.602250000000002
-74.01311,40.70408,-73.97339699999999,40.751616999999996,1,2014,6,13,1.8333525727061053,21.204250000000002
-73.980173,40.74585,-73.986687,40.766566999999995,1,2014,6,13,0.8609694841296668,11.257750000000001
-73.99287,40.75307,-73.9894,40.757659999999994,1,2014,6,13,1.234402547053051,13.2225
-73.96409,40.776612,-73.981708,40.75233,1,2014,6,13,1.1248000697252476,12.68
-73.98736,40.729017,-73.99781,40.729485,1,2014,6,13,1.234402547053051,12.5075
-73.96744,40.772032,-73.981815,40.773534999999995,1,2014,6,13,0.20294975273717653,6.7475
-73.99613199999999,40.726167,-73.98429300000001,40.729046999999994,1,2014,6,13,0.04884309484078597,6.52675
-73.986387,40.739996999999995,-73.979067,40.737097,1,2014,6,13,1.234402547053051,12.525
-73.997102,40.722196999999994,-73.963812,40.71224,1,2014,6,13,1.1060247481472827,13.399000000000001
-73.993222,40.747246999999994,-73.959138,40.763546999999996,1,2014,6,13,1.2238068591866815,14.06825
-73.989773,40.73411,-73.943265,40.691587,1,2014,6,13,1.8153916105208616,20.208249999999992
-73.986618,40.761682,-73.982262,40.771066999999995,1,2014,6,13,0.10001640990587612,6.538499999999999
-73.99221,40.730832,-73.99857800000001,40.719815000000004,1,2014,6,13,0.29004430299763984,7.945499999999999
-73.96384,40.768102,-73.992085,40.730375,1,2014,6,13,1.5729882152076993,16.37375
-73.96038,40.776002000000005,-73.938887,40.804297,1,2014,6,13,1.2887385602474912,12.11875
-73.97256,40.756254999999996,-74.000222,40.762609999999995,1,2014,6,13,0.8920272327790965,11.7375
-73.977347,40.758262,-74.00764000000001,40.732921999999995,1,2014,6,13,1.3358425034121668,13.263499999999999
-73.96619,40.76811,-73.99328,40.739977,1,2014,6,13,1.353816340039695,14.1004
-73.993332,40.689932,-73.978802,40.684532,1,2014,6,13,0.3124811431913775,8.306000000000001
-73.989652,40.772837,-73.991937,40.749412,1,2014,6,13,0.9587658125809918,10.8895
-73.994922,40.749567,-73.99260699999999,40.742872,1,2014,6,13,1.234402547053051,12.8425
-73.984972,40.736205,-73.990887,40.742212,1,2014,6,13,1.234402547053051,13.005
-73.98,40.745682,-73.97261999999999,40.758292,1,2014,6,13,0.4270692490885813,8.48
-73.975752,40.781657,-73.982252,40.770540000000004,1,2014,6,13,0.300840369355495,8.485999999999999
-73.994077,40.741197,-73.984512,40.764202000000004,1,2014,6,13,0.9855718506502646,13.374250000000002
-73.972752,40.76462,-73.966815,40.772452,1,2014,6,13,0.003836130269409061,7.399500000000001
-73.99294300000001,40.742470000000004,-73.996302,40.738157,1,2014,6,13,1.234402547053051,12.5575
-73.96919,40.769459999999995,-74.00148,40.726259999999996,1,2014,6,13,1.7080606197054995,19.650750000000002
-74.003227,40.725407000000004,-73.988945,40.723040000000005,1,2014,6,13,0.21099930332167627,7.279
-73.971583,40.766377,-73.97747,40.762815,1,2014,6,13,1.234402547053051,12.5885
-73.97615,40.739872,-74.00305300000001,40.756221999999994,1,2014,6,13,1.0676135399186066,13.7925
-73.97318,40.755452000000005,-73.98097,40.744632,1,2014,6,13,0.31471343159889537,7.741999999999999
-73.96829,40.755192,-73.987627,40.738434999999996,1,2014,6,13,0.9065872505478777,10.607999999999999
-73.948185,40.774497,-73.98173,40.767695,1,2014,6,13,1.075363936624922,12.8775
-73.78196,40.64479,-73.97213,40.6404,1,2014,6,13,2.778414552381312,22.25
-73.986835,40.766290000000005,-73.990022,40.764802,1,2014,6,13,1.234402547053051,13.106
-73.97961,40.76717,-73.979495,40.771242,1,2014,6,13,1.234402547053051,12.385
-73.955017,40.773412,-73.959745,40.779475,1,2014,6,13,1.234402547053051,13.70375
-73.99255500000001,40.714095,-73.983663,40.721375,1,2014,6,13,0.09861906916780402,6.834749999999999
-73.96149100000001,40.776958,-73.950262,40.77232,1,2014,6,13,0.07589296928852177,5.7945
-73.993505,40.74981,-73.984672,40.761817,1,2014,6,13,0.42384298379248847,8.7395
-73.988536,40.721543,-73.984026,40.743491999999996,1,2014,6,13,0.9030043294350468,10.739
-73.97356500000001,40.754946999999994,-74.006003,40.70687,1,2014,6,13,1.791935594850263,19.3415
-73.98206,40.77772,-73.97436,40.78747,1,2014,6,13,0.2333643675523841,6.085
-73.988327,40.74821,-73.991392,40.744802,1,2014,6,13,1.234402547053051,12.965
-73.995295,40.749629999999996,-73.995878,40.737047,1,2014,6,13,0.3351830252546509,7.912249999999999
-74.012938,40.70807,-73.958972,40.729785,1,2014,6,13,1.6405598987750665,18.5037
-73.97194,40.762475,-73.98824,40.743342,1,2014,6,13,0.9288632558114581,11.049250000000002
-74.002072,40.740237,-73.99559,40.716945,1,2014,6,13,0.9722458734649152,11.62225
-73.99157199999999,40.749837,-73.973802,40.737797,1,2014,6,13,0.6981491582336805,9.5775
-73.991395,40.735137,-74.00564,40.737587,1,2014,6,13,0.20997221067282454,7.113
-73.997557,40.756537,-73.988297,40.764865,1,2014,6,13,0.19149421822563778,7.70725
-73.95575500000001,40.77963,-73.986795,40.750446999999994,1,2014,6,13,1.427404520060674,14.38375
-73.9583,40.80089,-73.97335,40.76376,1,2014,6,13,1.4619917515582457,13.105
-74.003687,40.70605,-73.99041,40.73087,1,2014,6,13,1.0905027843766768,12.2375
-73.999117,40.734173,-73.97389,40.763952,1,2014,6,13,1.369608008100557,14.906199999999998
-73.99088,40.75554,-73.97535,40.75122,1,2014,6,13,0.33394452619032317,8.2325
-73.97569200000001,40.782117,-73.970575,40.758672,1,2014,6,13,0.9704581992937388,11.739
-73.954693,40.773215,-73.983427,40.76052,1,2014,6,13,1.0317272562332191,12.465500000000002
-73.93520699999999,40.75077,-73.949648,40.752697,1,2014,6,13,0.2136391745707705,9.28125
-73.790352,40.643745,-73.994598,40.748702,1,2014,6,13,3.0363536016481283,22.13625
-73.983213,40.744428000000006,-73.99275300000001,40.753042,1,2014,6,13,0.22367930782012344,7.6065
-74.001452,40.734487,-74.00148,40.734712,1,2014,6,13,1.234402547053051,12.71
-73.967087,40.788497,-73.967118,40.793702,1,2014,6,13,1.234402547053051,13.003499999999999
-73.987818,40.75985,-73.961963,40.779332000000004,1,2014,6,13,1.1227700910409233,11.84625
-73.98347199999999,40.738921999999995,-74.00349,40.722732,1,2014,6,13,0.9034900009264926,10.01875
-73.981537,40.74393,-74.00091,40.720537,1,2014,6,13,1.1217678178284425,11.68
-73.98403,40.757731,-73.87271199999999,40.774423999999996,1,2014,6,13,2.2596629007751527,22.249250000000004
-73.790212,40.644205,-73.898725,40.69862,1,2014,6,13,2.3966265057729688,22.0685
-73.977597,40.758086999999996,-74.013315,40.708975,1,2014,6,13,1.829825525675111,19.1605
-73.97876,40.736587,-74.001597,40.75479,1,2014,6,13,1.027464180972068,10.327499999999993
-74.002925,40.723357,-74.017655,40.705132,1,2014,6,13,0.8653980112291252,12.4025
-73.98355699999999,40.770987,-73.990095,40.761829999999996,1,2014,6,13,0.1458727242745223,6.279
-73.982112,40.775165,-73.974962,40.790022,1,2014,6,13,0.5634889725462033,7.685
-73.97107,40.76405,-73.98289,40.689820000000005,1,2014,6,13,2.1166654307708592,21.9325
-73.98748,40.776608,-73.97185999999999,40.799902,1,2014,6,13,1.06587782100499,11.8675
-74.00495699999999,40.737596999999994,-73.98952299999999,40.742702,1,2014,6,13,0.351753901998889,7.49
-73.987477,40.75013,-73.97840500000001,40.772791999999995,1,2014,6,13,0.9672120487170611,12.240250000000001
-73.95066800000001,40.779357,-73.981842,40.779302,1,2014,6,13,0.9675788813035375,12.1855
-73.98059,40.747682,-73.98059,40.747682,1,2014,6,13,1.234402547053051,12.665
-73.97548,40.776852000000005,-73.95267,40.783477000000005,1,2014,6,13,0.7233131014894582,8.6035
-73.996185,40.753532,-73.984365,40.753992,1,2014,6,13,1.234402547053051,12.9625
-73.95839699999999,40.778772,-73.966175,40.768046999999996,1,2014,6,13,0.30750393328701714,7.138999999999999
-73.996115,40.722317,-74.003342,40.722747,1,2014,6,13,1.234402547053051,13.0225
-73.969212,40.761086999999996,-73.98626999999999,40.767207,1,2014,6,13,0.4653526498832195,8.533
-74.00351500000001,40.725305,-73.989928,40.751591999999995,1,2014,6,13,1.1431511273770132,13.276
-74.007248,40.727522,-73.987782,40.724135,1,2014,6,13,0.5229554963832171,8.66
-73.979138,40.755022,-74.01141700000001,40.709817,1,2014,6,13,1.7426951443903465,19.1455
-73.9624,40.767412,-73.953473,40.772771999999996,1,2014,6,13,1.234402547053051,13.72675
-73.958,40.768752,-73.956025,40.771297,1,2014,6,13,1.234402547053051,14.095799999999999
-73.96765,40.763025,-73.960562,40.775427,1,2014,6,13,0.4065505697060487,6.3525
-73.99419300000001,40.751092,-74.003652,40.741975,1,2014,6,13,0.25437910308636635,6.7975
